topicId,rank,docId,filename
0,41,2714,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186849.txt
0,42,671,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184785.txt
0,43,688,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184802.txt
0,44,2991,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104187139.txt
0,45,1068,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185185.txt
0,46,1087,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185204.txt
0,47,1590,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185717.txt
0,48,2990,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104187138.txt
0,49,916,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185032.txt
0,50,1090,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185207.txt
0,51,1914,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186043.txt
0,52,998,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185114.txt
0,53,74,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184180.txt
0,54,1613,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185740.txt
0,55,1432,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185553.txt
0,56,2281,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186411.txt
0,57,1709,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185837.txt
0,58,1111,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185228.txt
0,59,2996,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104187144.txt
0,60,1967,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186096.txt
0,61,1908,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186037.txt
0,62,1911,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186040.txt
0,63,408,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184519.txt
0,64,843,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184959.txt
0,65,1108,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185225.txt
0,66,1097,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185214.txt
0,67,1925,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186054.txt
0,68,2251,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186381.txt
0,69,2400,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186534.txt
0,70,2820,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186955.txt
0,71,1645,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185772.txt
0,72,1586,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185713.txt
0,73,2243,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186373.txt
0,74,933,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185049.txt
0,75,931,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185047.txt
0,76,2703,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186838.txt
0,77,1947,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186076.txt
0,78,946,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185062.txt
0,79,666,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184780.txt
0,80,1454,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185575.txt
0,81,170,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184277.txt
0,82,2725,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186860.txt
0,83,1603,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185730.txt
0,84,181,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184288.txt
0,85,2215,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186345.txt
0,86,1441,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185562.txt
0,87,183,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184290.txt
0,88,162,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184269.txt
0,89,1887,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186016.txt
0,90,945,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185061.txt
0,91,2484,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186618.txt
0,92,710,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184824.txt
0,93,1071,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185188.txt
0,94,2086,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186215.txt
0,95,2077,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186206.txt
0,96,1951,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186080.txt
0,97,990,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185106.txt
0,98,2913,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104187059.txt
0,99,1979,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186108.txt
0,100,1098,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185215.txt
0,101,1100,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185217.txt
0,102,2087,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186216.txt
0,103,1072,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185189.txt
0,104,2690,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186825.txt
0,105,1940,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186069.txt
0,106,1083,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185200.txt
0,107,1601,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185728.txt
0,108,935,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185051.txt
0,109,647,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184761.txt
0,110,1730,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185858.txt
0,111,190,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184297.txt
0,112,824,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184940.txt
0,113,1975,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186104.txt
0,114,2508,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186642.txt
0,115,1973,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186102.txt
0,116,841,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184957.txt
0,117,2056,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186185.txt
0,118,917,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185033.txt
0,119,2064,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186193.txt
0,120,993,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185109.txt
0,121,2232,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186362.txt
0,122,1744,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185872.txt
0,123,2006,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186135.txt
0,124,2007,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186136.txt
0,125,2068,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186197.txt
0,126,2874,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104187015.txt
0,127,2229,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186359.txt
0,128,2033,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186162.txt
0,129,1952,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186081.txt
0,130,2264,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186394.txt
0,131,200,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184307.txt
0,132,2689,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186824.txt
0,133,197,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184304.txt
0,134,1948,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186077.txt
0,135,100,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184206.txt
0,136,1724,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185852.txt
0,137,908,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185024.txt
0,138,2090,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186219.txt
0,139,203,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184310.txt
0,140,2,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184107.txt
0,141,704,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184818.txt
0,142,257,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184367.txt
0,143,1049,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185165.txt
0,144,1946,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186075.txt
0,145,169,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184276.txt
0,146,1988,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186117.txt
0,147,2021,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186150.txt
0,148,2368,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186498.txt
0,149,195,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184302.txt
0,150,171,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184278.txt
0,151,1926,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186055.txt
0,152,2039,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186168.txt
0,153,2482,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186616.txt
0,154,839,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184955.txt
0,155,1174,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185291.txt
0,156,697,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184811.txt
0,157,1880,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186009.txt
0,158,1904,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186033.txt
0,159,1943,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186072.txt
0,160,708,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184822.txt
0,161,1955,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186084.txt
0,162,2150,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186279.txt
0,163,902,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185018.txt
0,164,2230,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186360.txt
0,165,82,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184188.txt
0,166,2149,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186278.txt
0,167,2280,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186410.txt
0,168,156,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184263.txt
0,169,1894,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186023.txt
0,170,199,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184306.txt
0,171,2524,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186659.txt
0,172,1941,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186070.txt
0,173,2036,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186165.txt
0,174,852,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184968.txt
0,175,853,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184969.txt
0,176,2825,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186964.txt
0,177,1980,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186109.txt
0,178,191,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184298.txt
0,179,1878,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186007.txt
0,180,1002,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185118.txt
0,181,898,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185014.txt
0,182,152,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184259.txt
0,183,3064,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104187215.txt
0,184,1448,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185569.txt
0,185,1972,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186101.txt
0,186,1961,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186090.txt
0,187,679,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184793.txt
0,188,2183,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186313.txt
0,189,193,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184300.txt
0,190,2252,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186382.txt
0,191,1436,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185557.txt
0,192,1981,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186110.txt
0,193,1052,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185168.txt
0,194,194,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184301.txt
0,195,2076,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186205.txt
0,196,746,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184861.txt
0,197,2527,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186662.txt
0,198,1932,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186061.txt
0,199,192,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184299.txt
0,200,1634,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185761.txt
0,201,2032,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186161.txt
0,202,2035,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186164.txt
0,203,1879,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186008.txt
0,204,1101,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104185218.txt
0,205,481,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184594.txt
0,206,1889,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186018.txt
0,207,2073,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186202.txt
0,208,2011,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186140.txt
0,209,196,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184303.txt
0,210,2063,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186192.txt
0,211,2266,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104186396.txt
